"date.value","campaign.id","adProduct.value","metric.totalCost","budgetCurrency.value"
"2026-01-25","502907079288115","Sponsored Products","0.00","CAD"
"2026-01-18","531194039320877","Sponsored Products","0.00","CAD"
"2026-01-24","297446437541925","Sponsored Products","11.46","USD"
"2026-01-29","495242868805173","Sponsored Products","0.00","GBP"
"2026-01-29","27661898820374","Sponsored Products","0.00","USD"
"2026-01-21","322178684810700","Sponsored Products","0.00","USD"
"2026-01-21","508144069166640","Sponsored Products","1.44","USD"
"2026-01-12","327955853177271","Sponsored Products","12.76","USD"
"2026-01-25","344516434946756","Sponsored Products","0.84","USD"
"2026-01-25","546618773117950","Sponsored Brands","0.00","AUD"
"2026-01-19","424413890381694","Sponsored Products","4.38","USD"
"2026-01-01","371604599978031","Sponsored Products","0.00","AUD"
"2026-01-30","557802220335065","Sponsored Products","3.48","CAD"
"2026-01-01","443805539282973","Sponsored Brands","4.61","CAD"
"2026-01-15","402744546317623","Sponsored Brands","0.00","GBP"
"2026-01-19","548511206574211","Sponsored Brands","0.00","AUD"
"2026-01-06","312711508263023","Sponsored Products","0.56","AUD"
"2026-01-10","545989665090053","Sponsored Brands","0.81","GBP"
"2026-01-20","491366396962687","Sponsored Brands","5.94","USD"
"2026-01-23","354591663011981","Sponsored Brands","3.16","USD"
"2026-01-25","327955853177271","Sponsored Products","12.49","USD"
"2026-01-19","328156874590794","Sponsored Brands","2.38","USD"
"2026-01-27","539750977499191","Sponsored Products","6.74","CAD"
"2026-01-22","307534770253902","Sponsored Products","0.00","CAD"
"2026-01-06","380439551325000","Sponsored Products","1.33","GBP"
"2026-01-14","300354268849742","Sponsored Brands","0.00","CAD"
"2026-01-13","284096201830626","Sponsored Display","0.00","USD"
"2026-01-27","548511206574211","Sponsored Brands","0.00","AUD"
"2026-01-31","360836238849040","Sponsored Products","0.00","AUD"
"2026-01-22","463570831006082","Sponsored Products","0.00","CAD"
"2026-01-23","521187964040554","Sponsored Products","0.00","CAD"
"2026-01-15","443207948405482","Sponsored Products","0.48","CAD"
"2026-01-07","495677195822245","Sponsored Brands","0.20","USD"
"2026-01-24","300354268849742","Sponsored Brands","0.00","CAD"
"2026-01-08","392537273853228","Sponsored Brands","0.00","AUD"
"2026-01-11","443207948405482","Sponsored Products","0.45","CAD"
"2026-01-06","353468389499196","Sponsored Brands","2.12","USD"
"2026-01-24","377578915667002","Sponsored Products","8.01","USD"
"2026-01-26","340849210853799","Sponsored Products","1.93","USD"
"2026-01-02","454992450655768","Sponsored Products","3.05","USD"
"2026-01-29","321516368269611","Sponsored Products","0.00","CAD"
"2026-01-04","288045582881440","Sponsored Products","0.00","USD"
"2026-01-21","532503737498489","Sponsored Products","0.00","USD"
"2026-01-15","300894362771504","Sponsored Products","0.00","GBP"
"2026-01-25","450116297068538","Sponsored Products","1.10","USD"
"2026-01-22","559365035833525","Sponsored Brands","0.00","AUD"
"2026-01-23","375412452273685","Sponsored Products","10.59","GBP"
"2026-01-29","541042710567147","Sponsored Products","0.00","USD"
"2026-01-09","423447600502988","Sponsored Brands","0.00","CAD"
"2026-01-19","316506785332318","Sponsored Products","2.46","USD"
"2026-01-05","407530123839349","Sponsored Products","0.00","AUD"
"2026-01-30","555360954347903","Sponsored Products","0.00","CAD"
"2026-01-06","330930085884248","Sponsored Brands","0.00","GBP"
"2026-01-02","446701085946014","Sponsored Products","0.21","GBP"
"2026-01-29","511828144987995","Sponsored Products","0.48","GBP"
"2026-01-15","517050919084211","Sponsored Products","0.45","CAD"
"2026-01-28","81320226496883","Sponsored Products","0.00","USD"
"2026-01-13","450215291242396","Sponsored Products","0.00","USD"
"2026-01-06","300354268849742","Sponsored Brands","0.00","CAD"
"2026-01-19","400936883710783","Sponsored Products","5.38","AUD"
"2026-01-20","363579801300326","Sponsored Products","0.00","CAD"
"2026-01-18","384986795476042","Sponsored Brands","1.36","CAD"
"2026-01-04","363579801300326","Sponsored Products","0.00","CAD"
"2026-01-19","454571413921997","Sponsored Products","0.20","GBP"
"2026-01-21","305150240202410","Sponsored Brands","1.47","USD"
"2026-01-05","309978526979947","Sponsored Products","0.00","USD"
"2026-01-06","468484245538664","Sponsored Products","0.00","GBP"
"2026-01-26","408719546145761","Sponsored Products","0.41","USD"
"2026-01-26","406964010755868","Sponsored Products","4.27","CAD"
"2026-01-29","22348745290500","Sponsored Products","8.74","USD"
"2026-01-18","300894362771504","Sponsored Products","0.00","GBP"
"2026-01-25","353468389499196","Sponsored Brands","2.27","USD"
"2026-01-07","409429087898453","Sponsored Display","0.00","CAD"
"2026-01-14","381243195375500","Sponsored Products","3.73","USD"
"2026-01-29","434871922933588","Sponsored Brands","3.28","CAD"
"2026-01-01","423538576850039","Sponsored Products","0.00","AUD"
"2026-01-20","371623685288534","Sponsored Brands","1.80","GBP"
"2026-01-21","455983082050138","Sponsored Products","0.00","CAD"
"2026-01-16","324740828073799","Sponsored Products","0.00","AUD"
"2026-01-23","423825131329520","Sponsored Products","11.92","USD"
"2026-01-21","487313850471925","Sponsored Brands","0.00","USD"
"2026-01-23","366616645988820","Sponsored Products","0.44","CAD"
"2026-01-20","417535655271448","Sponsored Products","0.00","USD"
"2026-01-27","430840323605870","Sponsored Products","0.00","USD"
"2026-01-09","452082306058129","Sponsored Brands","1.68","CAD"
"2026-01-12","455100983218716","Sponsored Brands","3.63","USD"
"2026-01-02","555625239663839","Sponsored Products","27.04","USD"
"2026-01-11","444969564092992","Sponsored Products","0.00","CAD"
"2026-01-30","531194039320877","Sponsored Products","0.00","CAD"
"2026-01-28","493216310640409","Sponsored Brands","12.25","USD"
"2026-01-08","395304589984653","Sponsored Products","0.00","CAD"
"2026-01-29","459488439760934","Sponsored Products","0.39","GBP"
"2026-01-24","557802220335065","Sponsored Products","0.00","CAD"
"2026-01-21","400050759741035","Sponsored Products","0.00","USD"
"2026-01-27","291060086740958","Sponsored Products","17.96","USD"
"2026-01-14","357384467879967","Sponsored Brands","0.00","USD"
"2026-01-05","354484097353439","Sponsored Products","0.00","GBP"
"2026-01-05","468484245538664","Sponsored Products","0.00","GBP"
"2026-01-02","348537181713557","Sponsored Products","0.00","GBP"
"2026-01-15","322178684810700","Sponsored Products","0.00","USD"
"2026-01-02","429216730447678","Sponsored Products","0.00","AUD"
"2026-01-13","434871922933588","Sponsored Brands","0.00","CAD"
"2026-01-17","442522120858299","Sponsored Products","0.00","USD"
"2026-01-25","476877916686317","Sponsored Brands","0.76","AUD"
"2026-01-11","482195104755571","Sponsored Brands","0.00","GBP"
"2026-01-13","373593607967581","Sponsored Display","0.00","AUD"
"2026-01-19","345230959620455","Sponsored Products","0.00","CAD"
"2026-01-24","444969564092992","Sponsored Products","0.00","CAD"
"2026-01-27","345786769504667","Sponsored Products","0.00","USD"
"2026-01-20","518653489850740","Sponsored Brands","0.20","USD"
"2026-01-25","422044464968254","Sponsored Products","10.56","GBP"
"2026-01-06","557802220335065","Sponsored Products","0.00","CAD"
"2026-01-04","330930085884248","Sponsored Brands","0.00","GBP"
"2026-01-14","382536260418493","Sponsored Brands","0.85","USD"
"2026-01-17","375262111034104","Sponsored Brands","0.00","USD"
"2026-01-17","422044464968254","Sponsored Products","4.34","GBP"
"2026-01-23","485543012454911","Sponsored Products","0.63","USD"
"2026-01-08","280884599605823","Sponsored Products","6.65","USD"
"2026-01-19","350228282296039","Sponsored Products","0.00","USD"
"2026-01-01","461174245552414","Sponsored Products","0.22","AUD"
"2026-01-30","439663157752722","Sponsored Brands","0.42","USD"
"2026-01-10","427514193060341","Sponsored Products","0.00","USD"
"2026-01-29","487327596470810","Sponsored Products","0.00","USD"
"2026-01-05","302895720770009","Sponsored Brands","0.00","GBP"
"2026-01-22","453503689032806","Sponsored Products","0.37","GBP"
"2026-01-19","452065263384491","Sponsored Brands","6.59","USD"
"2026-01-04","291680855614624","Sponsored Brands","4.44","GBP"
"2026-01-03","511519443187302","Sponsored Products","1.46","GBP"
"2026-01-23","417555316939613","Sponsored Brands","0.00","AUD"
"2026-01-07","406964010755868","Sponsored Products","2.89","CAD"
"2026-01-20","491770987077396","Sponsored Products","29.71","USD"
"2026-01-14","467986598930085","Sponsored Products","12.71","USD"
"2026-01-24","353698807350187","Sponsored Products","0.66","USD"
"2026-01-30","126638359335345","Sponsored Products","1.13","USD"
"2026-01-11","453754530299965","Sponsored Brands","47.67","USD"
"2026-01-18","427514193060341","Sponsored Products","1.59","USD"
"2026-01-02","529431876389782","Sponsored Products","0.82","USD"
"2026-01-31","532209379687062","Sponsored Display","0.34","GBP"
"2026-01-10","422044464968254","Sponsored Products","7.97","GBP"
"2026-01-12","559365035833525","Sponsored Brands","0.00","AUD"
"2026-01-10","383706936707329","Sponsored Brands","3.91","USD"
"2026-01-01","491770987077396","Sponsored Products","15.55","USD"
"2026-01-21","546191132663927","Sponsored Brands","2.94","USD"
"2026-01-11","380787783830601","Sponsored Products","0.00","USD"
"2026-01-06","476511840833684","Sponsored Products","0.00","GBP"
"2026-01-09","286855949125211","Sponsored Products","2.71","AUD"
"2026-01-12","529431876389782","Sponsored Products","2.27","USD"
"2026-01-24","555379102425019","Sponsored Products","4.32","CAD"
"2026-01-22","409249674990450","Sponsored Products","0.00","AUD"
"2026-01-19","464658704178346","Sponsored Brands","6.88","USD"
"2026-01-18","296615200458181","Sponsored Brands","36.99","USD"
"2026-01-05","458452283549074","Sponsored Brands","0.00","CAD"
"2026-01-28","259323671730401","Sponsored Products","0.00","USD"
"2026-01-17","551785069524711","Sponsored Products","5.09","USD"
"2026-01-08","373593607967581","Sponsored Display","0.00","AUD"
"2026-01-02","434871922933588","Sponsored Brands","6.02","CAD"
"2026-01-22","366616645988820","Sponsored Products","0.00","CAD"
"2026-01-20","535387208566969","Sponsored Products","0.00","USD"
"2026-01-15","551134208715253","Sponsored Products","0.00","AUD"
"2026-01-03","557738489078024","Sponsored Products","0.45","CAD"
"2026-01-28","44065507618346","Sponsored Products","0.00","USD"
"2026-01-07","518653489850740","Sponsored Brands","0.50","USD"
"2026-01-29","72790979016813","Sponsored Products","4.75","USD"
"2026-01-14","278400043801722","Sponsored Products","0.00","GBP"
"2026-01-03","455510939824845","Sponsored Products","2.04","USD"
"2026-01-09","486701736662809","Sponsored Products","0.00","AUD"
"2026-01-20","539931100075119","Sponsored Brands","3.22","USD"
"2026-01-20","551134208715253","Sponsored Products","0.00","AUD"
"2026-01-12","357384467879967","Sponsored Brands","0.00","USD"
"2026-01-11","555379102425019","Sponsored Products","0.00","CAD"
"2026-01-12","440997775738977","Sponsored Products","0.00","AUD"
"2026-01-14","373593607967581","Sponsored Display","0.00","AUD"
"2026-01-26","384137786867273","Sponsored Products","0.00","USD"
"2026-01-09","561131507618203","Sponsored Products","0.00","AUD"
"2026-01-18","375880567146391","Sponsored Display","0.11","AUD"
"2026-01-14","329222077811459","Sponsored Brands","0.00","GBP"
"2026-01-22","424600049511604","Sponsored Products","12.65","USD"
"2026-01-07","405896045618734","Sponsored Display","0.00","USD"
"2026-01-06","422044464968254","Sponsored Products","4.81","GBP"
"2026-01-07","291060086740958","Sponsored Products","13.83","USD"
"2026-01-09","357384467879967","Sponsored Brands","2.36","USD"
"2026-01-05","324740828073799","Sponsored Products","0.00","AUD"
"2026-01-27","288086271468562","Sponsored Products","38.26","USD"
"2026-01-03","459488439760934","Sponsored Products","0.00","GBP"
"2026-01-22","487327596470810","Sponsored Products","0.00","USD"
"2026-01-21","488650993039900","Sponsored Brands","0.00","USD"
"2026-01-16","345786769504667","Sponsored Products","0.98","USD"
"2026-01-30","93539819506468","Sponsored Products","0.00","USD"
"2026-01-28","441276644656791","Sponsored Brands","0.00","AUD"
"2026-01-16","383706936707329","Sponsored Brands","1.49","USD"
"2026-01-26","539834455179217","Sponsored Products","0.85","USD"
"2026-01-29","344516434946756","Sponsored Products","0.00","USD"
"2026-01-25","323864334787492","Sponsored Products","0.00","AUD"
"2026-01-27","293195244233089","Sponsored Products","3.41","USD"
"2026-01-21","450215291242396","Sponsored Products","0.00","USD"
"2026-01-31","423538576850039","Sponsored Products","0.00","AUD"
"2026-01-11","522533017982048","Sponsored Products","0.00","CAD"
"2026-01-23","406487274006731","Sponsored Products","0.00","AUD"
"2026-01-31","254109808305934","Sponsored Products","4.18","USD"
"2026-01-28","498217737469979","Sponsored Brands","0.00","USD"
"2026-01-18","479364871682871","Sponsored Products","9.90","USD"
"2026-01-20","540593023678755","Sponsored Products","0.00","USD"
"2026-01-25","542333703103187","Sponsored Products","0.00","AUD"
"2026-01-29","530543664696574","Sponsored Products","0.00","AUD"
"2026-01-05","93061813718954","Sponsored Products","8.17","USD"
"2026-01-07","320522945603717","Sponsored Brands","0.00","CAD"
"2026-01-14","446869334265005","Sponsored Products","0.00","USD"
"2026-01-11","555360954347903","Sponsored Products","0.20","CAD"
"2026-01-28","431386932028495","Sponsored Products","7.75","USD"
"2026-01-31","133846876580591","Sponsored Products","2.29","USD"
"2026-01-31","134777743429986","Sponsored Products","0.00","USD"
"2026-01-10","321516368269611","Sponsored Products","0.00","CAD"
"2026-01-03","498311429491057","Sponsored Display","0.00","CAD"
"2026-01-30","555379102425019","Sponsored Products","0.00","CAD"
"2026-01-24","434170639918769","Sponsored Brands","1.16","USD"
"2026-01-02","375451164709840","Sponsored Products","0.78","GBP"
"2026-01-13","562857825893299","Sponsored Products","4.51","USD"
"2026-01-17","344516434946756","Sponsored Products","5.37","USD"
"2026-01-05","542616313773815","Sponsored Brands","2.67","USD"
"2026-01-25","263910374759225","Sponsored Products","9.64","CAD"
"2026-01-06","491366396962687","Sponsored Brands","2.35","USD"
"2026-01-11","497204182729156","Sponsored Brands","0.00","USD"
"2026-01-18","387735099454991","Sponsored Products","0.00","USD"
"2026-01-20","291612323170971","Sponsored Products","0.00","CAD"
"2026-01-25","497204182729156","Sponsored Brands","0.00","USD"
"2026-01-05","291618943691121","Sponsored Brands","0.00","AUD"
"2026-01-05","559365035833525","Sponsored Brands","0.00","AUD"
"2026-01-18","509593684638198","Sponsored Brands","8.06","USD"
"2026-01-24","423447600502988","Sponsored Brands","0.88","CAD"
"2026-01-11","494994223093944","Sponsored Brands","0.00","AUD"
"2026-01-22","455688132780953","Sponsored Brands","0.94","USD"
"2026-01-03","422803050752749","Sponsored Products","0.00","USD"
"2026-01-11","537194794349407","Sponsored Products","2.19","USD"
"2026-01-11","477120010084382","Sponsored Products","5.19","USD"
"2026-01-06","554029658228344","Sponsored Display","0.00","GBP"
"2026-01-30","431386932028495","Sponsored Products","0.00","USD"
"2026-01-10","417535655271448","Sponsored Products","0.00","USD"
"2026-01-19","378771240092800","Sponsored Products","0.00","AUD"
"2026-01-27","524438997214345","Sponsored Products","0.00","USD"
"2026-01-02","406964010755868","Sponsored Products","0.00","CAD"
"2026-01-21","411564343397398","Sponsored Products","0.56","USD"
"2026-01-05","482195104755571","Sponsored Brands","4.12","GBP"
"2026-01-01","300894362771504","Sponsored Products","0.76","GBP"
"2026-01-14","301972852761247","Sponsored Products","0.00","USD"
