"date.value","campaign.id","adProduct.value","metric.totalCost","budgetCurrency.value"
"2026-02-01","360836238849040","Sponsored Products","0.00","AUD"
"2026-02-11","213530912619228","Sponsored Products","0.00","USD"
"2026-02-07","188279469264899","Sponsored Products","0.00","USD"
"2026-02-13","380662946968621","Sponsored Display","0.31","USD"
"2026-02-06","345230959620455","Sponsored Products","0.00","CAD"
"2026-02-25","134777743429986","Sponsored Products","1.16","USD"
"2026-02-03","371604599978031","Sponsored Products","0.00","AUD"
"2026-02-01","321879822518995","Sponsored Products","0.02","AUD"
"2026-02-15","291680855614624","Sponsored Brands","0.00","GBP"
"2026-02-04","284235017891966","Sponsored Products","4.77","CAD"
"2026-02-17","241960271286519","Sponsored Products","0.00","USD"
"2026-02-21","149818563042691","Sponsored Products","0.00","USD"
"2026-02-11","392972027720670","Sponsored Products","0.00","CAD"
"2026-02-09","79620432535917","Sponsored Products","2.36","USD"
"2026-02-03","455688132780953","Sponsored Brands","15.04","USD"
"2026-02-14","8078369968995","Sponsored Products","0.00","USD"
"2026-02-19","452065263384491","Sponsored Brands","1.88","USD"
"2026-02-08","272711015971799","Sponsored Products","0.00","USD"
"2026-02-18","97079585612330","Sponsored Products","0.00","USD"
"2026-02-16","215966552761313","Sponsored Products","0.00","USD"
"2026-02-02","546191132663927","Sponsored Brands","0.00","USD"
"2026-02-26","238790977416237","Sponsored Products","0.00","USD"
"2026-02-05","115758363210245","Sponsored Products","32.15","USD"
"2026-02-17","115764500761375","Sponsored Products","0.00","USD"
"2026-02-08","61090477012622","Sponsored Products","5.84","USD"
"2026-02-04","279125239605082","Sponsored Products","4.41","USD"
"2026-02-05","529845821022802","Sponsored Products","0.00","AUD"
"2026-02-15","349690804752896","Sponsored Products","0.00","USD"
"2026-02-25","32030113168570","Sponsored Products","0.00","USD"
"2026-02-22","491366396962687","Sponsored Brands","4.02","USD"
"2026-02-07","97079585612330","Sponsored Products","0.00","USD"
"2026-02-26","128835884603962","Sponsored Products","0.00","USD"
"2026-02-12","423471492340141","Sponsored Brands","9.94","USD"
"2026-02-24","54386198712419","Sponsored Products","0.00","USD"
"2026-02-19","281024885672869","Sponsored Products","0.00","USD"
"2026-02-13","205922105032655","Sponsored Products","0.00","USD"
"2026-02-06","432013629308606","Sponsored Brands","5.70","CAD"
"2026-02-13","559365035833525","Sponsored Brands","0.00","AUD"
"2026-02-10","239772993878028","Sponsored Products","0.00","USD"
"2026-02-08","411197191773342","Sponsored Products","0.00","AUD"
"2026-02-17","348184859637636","Sponsored Brands","1.77","USD"
"2026-02-02","130912331972988","Sponsored Products","0.00","USD"
"2026-02-26","61503627186513","Sponsored Products","0.95","USD"
"2026-02-13","292138679780956","Sponsored Products","0.00","AUD"
"2026-02-01","279125239605082","Sponsored Products","0.26","USD"
"2026-02-14","288669281122601","Sponsored Products","0.00","AUD"
"2026-02-02","521187964040554","Sponsored Products","0.35","CAD"
"2026-02-02","375880567146391","Sponsored Display","0.00","AUD"
"2026-02-07","205922105032655","Sponsored Products","0.00","USD"
"2026-02-13","455100983218716","Sponsored Brands","4.54","USD"
"2026-02-05","189380234928822","Sponsored Products","0.00","USD"
"2026-02-07","423538576850039","Sponsored Products","0.00","AUD"
"2026-02-15","54386198712419","Sponsored Products","0.00","USD"
"2026-02-12","443805539282973","Sponsored Brands","0.00","CAD"
"2026-02-17","1861066386589","Sponsored Products","0.00","USD"
"2026-02-05","48758698369103","Sponsored Products","0.45","USD"
"2026-02-06","113013759920940","Sponsored Products","0.00","USD"
"2026-02-28","407444835513369","Sponsored Brands","0.00","CAD"
"2026-02-16","58475731073369","Sponsored Products","0.00","USD"
"2026-02-01","152555236474228","Sponsored Products","0.00","USD"
"2026-02-15","42141939819441","Sponsored Products","0.00","USD"
"2026-02-24","199076365376964","Sponsored Products","0.00","USD"
"2026-02-19","205922105032655","Sponsored Products","0.00","USD"
"2026-02-05","115764500761375","Sponsored Products","10.46","USD"
"2026-02-14","32030113168570","Sponsored Products","0.00","USD"
"2026-02-10","198809778193730","Sponsored Products","110.58","USD"
"2026-02-24","254109808305934","Sponsored Products","0.00","USD"
"2026-02-01","245503802057093","Sponsored Products","0.00","USD"
"2026-02-04","516157903732083","Sponsored Products","0.57","GBP"
"2026-02-01","11588448157956","Sponsored Products","0.00","USD"
"2026-02-15","115764500761375","Sponsored Products","2.19","USD"
"2026-02-07","517050919084211","Sponsored Products","0.00","CAD"
"2026-02-05","530543664696574","Sponsored Products","0.00","AUD"
"2026-02-04","511828144987995","Sponsored Products","0.00","GBP"
"2026-02-05","224639482376841","Sponsored Products","28.14","USD"
"2026-02-05","532209379687062","Sponsored Display","0.41","GBP"
"2026-02-25","18193170148935","Sponsored Products","0.00","USD"
"2026-02-06","39061317933304","Sponsored Products","0.00","USD"
"2026-02-01","397652540263806","Sponsored Products","0.00","CAD"
"2026-02-04","296615200458181","Sponsored Brands","32.07","USD"
"2026-02-04","314318800479242","Sponsored Products","0.00","AUD"
"2026-02-11","205922105032655","Sponsored Products","0.00","USD"
"2026-02-21","158171452508120","Sponsored Products","0.00","USD"
"2026-02-24","194838680698310","Sponsored Products","1.81","USD"
"2026-02-16","259201002739674","Sponsored Products","1.80","USD"
"2026-02-01","458452283549074","Sponsored Brands","0.00","CAD"
"2026-02-12","475621849553010","Sponsored Brands","0.00","CAD"
"2026-02-01","453503689032806","Sponsored Products","0.00","GBP"
"2026-02-01","371623685288534","Sponsored Brands","2.18","GBP"
"2026-02-08","93539819506468","Sponsored Products","2.38","USD"
"2026-02-13","188545556962991","Sponsored Products","1.35","USD"
"2026-02-11","292138679780956","Sponsored Products","0.00","AUD"
"2026-02-14","94121140300347","Sponsored Products","7.06","USD"
"2026-02-05","2414736156339","Sponsored Products","0.00","USD"
"2026-02-03","428015197375542","Sponsored Products","0.00","AUD"
"2026-02-27","128770506922317","Sponsored Products","0.00","USD"
"2026-02-10","434871922933588","Sponsored Brands","1.35","CAD"
"2026-02-25","188279469264899","Sponsored Products","1.15","USD"
"2026-02-06","463874563272935","Sponsored Brands","0.00","AUD"
"2026-02-13","72790979016813","Sponsored Products","0.00","USD"
"2026-02-18","101965336081409","Sponsored Products","0.00","USD"
"2026-02-18","210638600694486","Sponsored Products","0.74","USD"
"2026-02-01","407530123839349","Sponsored Products","0.00","AUD"
"2026-02-27","482686146435604","Sponsored Brands","2.51","USD"
"2026-02-21","263531397076178","Sponsored Products","0.00","USD"
"2026-02-13","61503627186513","Sponsored Products","0.00","USD"
"2026-02-05","216925562826343","Sponsored Products","0.90","USD"
"2026-02-12","218351835233699","Sponsored Products","50.07","GBP"
"2026-02-10","288669281122601","Sponsored Products","5.98","AUD"
"2026-02-15","231848232455644","Sponsored Products","25.13","USD"
"2026-02-06","280528554873543","Sponsored Products","0.00","USD"
"2026-02-08","34478632960968","Sponsored Products","14.64","USD"
"2026-02-08","320522945603717","Sponsored Brands","0.00","CAD"
"2026-02-03","61090477012622","Sponsored Products","10.69","USD"
"2026-02-09","281110747056753","Sponsored Products","0.00","USD"
"2026-02-02","455983082050138","Sponsored Products","0.00","CAD"
"2026-02-04","263910374759225","Sponsored Products","0.00","CAD"
"2026-02-06","284096201830626","Sponsored Display","4.36","USD"
"2026-02-09","461803854184467","Sponsored Products","0.00","CAD"
"2026-02-10","464658704178346","Sponsored Brands","0.00","USD"
"2026-02-21","141648422510979","Sponsored Products","0.00","USD"
"2026-02-21","32571611634774","Sponsored Products","0.00","USD"
"2026-02-10","61503627186513","Sponsored Products","0.00","USD"
"2026-02-08","557814926181675","Sponsored Products","0.00","CAD"
"2026-02-18","205922105032655","Sponsored Products","0.00","USD"
"2026-02-02","44065507618346","Sponsored Products","1.08","USD"
"2026-02-05","137772430611725","Sponsored Products","7.64","USD"
"2026-02-26","22515666501366","Sponsored Products","0.00","USD"
"2026-02-05","516157903732083","Sponsored Products","3.13","GBP"
"2026-02-13","54673378227395","Sponsored Products","0.00","USD"
"2026-02-28","423471492340141","Sponsored Brands","1.82","USD"
"2026-02-14","132476300811824","Sponsored Products","10.63","CAD"
"2026-02-03","126638359335345","Sponsored Products","0.59","USD"
"2026-02-05","130912331972988","Sponsored Products","1.73","USD"
"2026-02-16","32571611634774","Sponsored Products","0.00","USD"
"2026-02-06","495242868805173","Sponsored Products","0.00","GBP"
"2026-02-26","255100442617527","Sponsored Products","1.36","USD"
"2026-02-05","348537181713557","Sponsored Products","0.00","GBP"
"2026-02-04","205764417979436","Sponsored Products","0.00","USD"
"2026-02-19","34639218619625","Sponsored Products","1.20","USD"
"2026-02-05","94073967562900","Sponsored Products","0.00","USD"
"2026-02-26","281235849108344","Sponsored Products","12.59","USD"
"2026-02-05","67855357390881","Sponsored Products","0.00","USD"
"2026-02-17","199076365376964","Sponsored Products","0.00","USD"
"2026-02-03","83042096012825","Sponsored Products","0.03","USD"
"2026-02-23","276797522102375","Sponsored Products","0.00","USD"
"2026-02-16","495677195822245","Sponsored Brands","2.26","USD"
"2026-02-28","128835884603962","Sponsored Products","0.00","USD"
"2026-02-14","43460676635147","Sponsored Products","1.83","USD"
"2026-02-02","65271102777505","Sponsored Products","3.02","USD"
"2026-02-03","312632253610695","Sponsored Brands","0.00","USD"
"2026-02-19","126638359335345","Sponsored Products","0.00","USD"
"2026-02-22","133846876580591","Sponsored Products","0.00","USD"
"2026-02-13","153491409585454","Sponsored Products","2.02","USD"
"2026-02-08","121446500477002","Sponsored Products","0.00","USD"
"2026-02-20","194838680698310","Sponsored Products","3.56","USD"
"2026-02-12","557814926181675","Sponsored Products","0.00","CAD"
"2026-02-15","243204708497477","Sponsored Products","0.00","USD"
"2026-02-23","34639218619625","Sponsored Products","0.93","USD"
"2026-02-25","491366396962687","Sponsored Brands","5.14","USD"
"2026-02-11","441925918527435","Sponsored Brands","0.61","USD"
"2026-02-12","54386198712419","Sponsored Products","0.00","USD"
"2026-02-26","40237294180920","Sponsored Products","0.00","USD"
"2026-02-11","312632253610695","Sponsored Brands","2.81","USD"
"2026-02-08","392972027720670","Sponsored Products","0.30","CAD"
"2026-02-13","545989665090053","Sponsored Brands","7.27","GBP"
"2026-02-18","267283875717235","Sponsored Products","0.00","USD"
"2026-02-13","443805539282973","Sponsored Brands","0.00","CAD"
"2026-02-22","145958940968220","Sponsored Products","1.09","USD"
"2026-02-24","34478632960968","Sponsored Products","8.60","USD"
"2026-02-02","558782683947956","Sponsored Products","1.54","CAD"
"2026-02-05","291618943691121","Sponsored Brands","0.00","AUD"
"2026-02-15","276488907454289","Sponsored Products","0.00","USD"
"2026-02-04","452065263384491","Sponsored Brands","4.39","USD"
"2026-02-22","277250351840071","Sponsored Products","4.95","USD"
"2026-02-23","192968792078402","Sponsored Products","0.00","USD"
"2026-02-09","545989665090053","Sponsored Brands","1.46","GBP"
"2026-02-28","189380234928822","Sponsored Products","0.00","USD"
"2026-02-06","48758698369103","Sponsored Products","0.45","USD"
"2026-02-09","188279469264899","Sponsored Products","0.00","USD"
"2026-02-01","363551194960955","Sponsored Products","0.00","CAD"
"2026-02-05","288669281122601","Sponsored Products","0.00","AUD"
"2026-02-20","22348745290500","Sponsored Products","0.00","USD"
"2026-02-06","407530123839349","Sponsored Products","1.15","AUD"
"2026-02-09","448149727236636","Sponsored Products","0.00","AUD"
"2026-02-04","307922603865773","Sponsored Products","0.00","USD"
"2026-02-17","156989235380210","Sponsored Products","245.92","USD"
"2026-02-20","233888031600237","Sponsored Products","0.00","USD"
"2026-02-22","156285188540724","Sponsored Products","11.53","USD"
"2026-02-15","259323671730401","Sponsored Products","4.58","USD"
"2026-02-19","296615200458181","Sponsored Brands","1.30","USD"
"2026-02-21","48758698369103","Sponsored Products","0.00","USD"
"2026-02-13","154085784178560","Sponsored Products","0.00","USD"
"2026-02-25","145958940968220","Sponsored Products","0.78","USD"
"2026-02-27","259323671730401","Sponsored Products","12.65","USD"
"2026-02-07","494994223093944","Sponsored Brands","0.00","AUD"
"2026-02-13","40237294180920","Sponsored Products","0.00","USD"
"2026-02-23","140453739775668","Sponsored Products","3.05","USD"
"2026-02-06","314318800479242","Sponsored Products","0.82","AUD"
"2026-02-11","23854220044300","Sponsored Products","2.69","USD"
"2026-02-01","371021037712738","Sponsored Products","0.00","USD"
"2026-02-05","484271755377666","Sponsored Products","0.00","CAD"
"2026-02-24","206968068657618","Sponsored Products","0.00","USD"
"2026-02-07","531194039320877","Sponsored Products","0.00","CAD"
"2026-02-13","428015197375542","Sponsored Products","0.00","AUD"
"2026-02-17","158724595401869","Sponsored Products","0.00","USD"
"2026-02-12","54673378227395","Sponsored Products","0.00","USD"
"2026-02-14","148265992493931","Sponsored Products","0.00","USD"
"2026-02-16","61503627186513","Sponsored Products","0.00","USD"
"2026-02-07","559365035833525","Sponsored Brands","0.00","AUD"
"2026-02-08","164743561215297","Sponsored Products","0.00","USD"
"2026-02-21","94121140300347","Sponsored Products","0.00","USD"
"2026-02-01","174719285602701","Sponsored Products","9.59","USD"
"2026-02-13","43460676635147","Sponsored Products","0.00","USD"
"2026-02-12","357384467879967","Sponsored Brands","11.10","USD"
"2026-02-03","502907079288115","Sponsored Products","0.00","CAD"
"2026-02-07","207367106415924","Sponsored Products","6.71","GBP"
"2026-02-02","437016942104478","Sponsored Brands","0.00","CAD"
"2026-02-15","79620432535917","Sponsored Products","7.99","USD"
"2026-02-07","429216730447678","Sponsored Products","0.00","AUD"
"2026-02-04","557802220335065","Sponsored Products","0.00","CAD"
"2026-02-02","291612323170971","Sponsored Products","2.04","CAD"
"2026-02-24","239677460933975","Sponsored Products","1.81","USD"
"2026-02-07","58475731073369","Sponsored Products","0.42","USD"
"2026-02-23","124202126398060","Sponsored Products","2.00","USD"
"2026-02-16","296615200458181","Sponsored Brands","20.00","USD"
"2026-02-01","486830706800832","Sponsored Products","0.00","CAD"
"2026-02-14","548511206574211","Sponsored Brands","0.00","AUD"
"2026-02-09","271780514756108","Sponsored Products","0.00","USD"
"2026-02-08","34639218619625","Sponsored Products","2.98","USD"
"2026-02-05","97079585612330","Sponsored Products","0.91","USD"
"2026-02-06","363579801300326","Sponsored Products","0.00","CAD"
"2026-02-23","101459965063202","Sponsored Products","4.52","USD"
"2026-02-03","28565058702355","Sponsored Products","15.36","USD"
"2026-02-25","61503627186513","Sponsored Products","0.00","USD"
"2026-02-16","187735718741416","Sponsored Products","0.00","USD"
"2026-02-06","192968792078402","Sponsored Products","0.00","USD"
"2026-02-05","215966552761313","Sponsored Products","5.45","USD"
"2026-02-28","115758363210245","Sponsored Products","53.49","USD"
"2026-02-15","245503802057093","Sponsored Products","0.00","USD"
"2026-02-08","67855357390881","Sponsored Products","0.00","USD"
"2026-02-03","307922603865773","Sponsored Products","0.00","USD"
"2026-02-03","419764168918332","Sponsored Brands","2.26","AUD"
"2026-02-09","458452283549074","Sponsored Brands","0.00","CAD"
"2026-02-13","373593607967581","Sponsored Display","0.00","AUD"
"2026-02-10","444969564092992","Sponsored Products","0.00","CAD"
"2026-02-20","312632253610695","Sponsored Brands","0.87","USD"
"2026-02-08","8078369968995","Sponsored Products","0.00","USD"
"2026-02-04","530911335551258","Sponsored Products","0.00","CAD"
"2026-02-10","96060745446945","Sponsored Products","0.00","USD"
"2026-02-02","366616645988820","Sponsored Products","0.00","CAD"
"2026-02-01","392537273853228","Sponsored Brands","1.47","AUD"
"2026-02-08","505299994018527","Sponsored Products","0.00","CAD"
"2026-02-04","48758698369103","Sponsored Products","2.34","USD"
"2026-02-15","93539819506468","Sponsored Products","0.00","USD"
"2026-02-05","11588448157956","Sponsored Products","1.31","USD"
"2026-02-04","417555316939613","Sponsored Brands","0.00","AUD"
"2026-02-04","406964010755868","Sponsored Products","4.00","CAD"
"2026-02-16","115943131527635","Sponsored Products","0.00","USD"
"2026-02-01","422044464968254","Sponsored Products","6.98","GBP"
"2026-02-16","346023186686134","Sponsored Brands","0.00","USD"
"2026-02-06","278400043801722","Sponsored Products","0.94","GBP"
"2026-02-05","354036750973331","Sponsored Products","1.99","CAD"
"2026-02-19","115764500761375","Sponsored Products","0.00","USD"
"2026-02-23","162987026418786","Sponsored Products","0.00","USD"
"2026-02-05","455100983218716","Sponsored Brands","0.60","USD"
"2026-02-02","257373022214500","Sponsored Products","3.02","USD"
"2026-02-05","174719285602701","Sponsored Products","3.39","USD"
"2026-02-18","115764500761375","Sponsored Products","0.00","USD"
"2026-02-18","413308568322873","Sponsored Brands","0.72","USD"
"2026-02-04","363579801300326","Sponsored Products","0.00","CAD"
"2026-02-12","551134208715253","Sponsored Products","1.03","AUD"
"2026-02-01","1861066386589","Sponsored Products","0.00","USD"
"2026-02-03","439118795538688","Sponsored Brands","0.00","CAD"
"2026-02-16","82064097659476","Sponsored Products","1.80","USD"
"2026-02-24","172779439196738","Sponsored Products","0.00","USD"
"2026-02-11","453187476718269","Sponsored Display","0.00","CAD"
"2026-02-09","1069464513580","Sponsored Products","24.95","USD"
"2026-02-10","30651955945418","Sponsored Products","0.00","USD"
"2026-02-17","54386198712419","Sponsored Products","0.00","USD"
"2026-02-06","360836238849040","Sponsored Products","0.00","AUD"
"2026-02-11","259323671730401","Sponsored Products","12.66","USD"
"2026-02-07","399703016940832","Sponsored Brands","2.85","CAD"
"2026-02-24","261580610725925","Sponsored Products","0.00","AUD"
"2026-02-05","138135222992233","Sponsored Products","15.24","USD"
"2026-02-24","22348745290500","Sponsored Products","0.23","USD"
"2026-02-15","207367106415924","Sponsored Products","13.16","GBP"
"2026-02-04","271780514756108","Sponsored Products","0.00","USD"
"2026-02-08","546618773117950","Sponsored Brands","0.00","AUD"
"2026-02-16","34478632960968","Sponsored Products","10.61","USD"
