"date.value","campaign.id","adProduct.value","metric.totalCost","budgetCurrency.value"
"2026-04-29","8347630917879","Sponsored Products","10.14","USD"
"2026-04-01","28565058702355","Sponsored Products","0.00","USD"
"2026-04-30","113130631865997","Sponsored Products","0.00","CAD"
"2026-04-14","203521351461363","Sponsored Products","0.58","USD"
"2026-04-17","245335884201020","Sponsored Products","0.00","USD"
"2026-04-29","262727752997615","Sponsored Products","0.00","USD"
"2026-04-02","495677195822245","Sponsored Brands","0.47","USD"
"2026-04-21","1861066386589","Sponsored Products","0.00","USD"
"2026-04-27","452065263384491","Sponsored Brands","4.96","USD"
"2026-04-22","239772993878028","Sponsored Products","0.00","USD"
"2026-04-30","173362871105297","Sponsored Products","0.00","USD"
"2026-04-16","263531397076178","Sponsored Products","0.00","USD"
"2026-04-29","9627520751858","Sponsored Products","0.00","USD"
"2026-04-28","357384467879967","Sponsored Brands","4.50","USD"
"2026-04-18","194838680698310","Sponsored Products","0.00","USD"
"2026-04-22","271002646812055","Sponsored Products","0.00","USD"
"2026-04-09","259323671730401","Sponsored Products","0.00","USD"
"2026-04-18","515637010546761","Sponsored Brands","5.61","USD"
"2026-04-30","65861573413220","Sponsored Products","0.00","USD"
"2026-04-01","174719285602701","Sponsored Products","0.00","USD"
"2026-04-15","101459965063202","Sponsored Products","2.79","USD"
"2026-04-26","28565058702355","Sponsored Products","0.00","USD"
"2026-04-13","154085784178560","Sponsored Products","3.65","USD"
"2026-04-28","72921898703277","Sponsored Products","0.00","USD"
"2026-04-23","116965962095342","Sponsored Products","0.00","USD"
"2026-04-22","238790977416237","Sponsored Products","0.00","USD"
"2026-04-01","96060745446945","Sponsored Products","0.00","USD"
"2026-04-14","216925562826343","Sponsored Products","0.36","USD"
"2026-04-13","188545556962991","Sponsored Products","0.00","USD"
"2026-04-25","116965962095342","Sponsored Products","0.00","USD"
"2026-04-28","173362871105297","Sponsored Products","0.00","USD"
"2026-04-18","259323671730401","Sponsored Products","3.29","USD"
"2026-04-24","455688132780953","Sponsored Brands","0.00","USD"
"2026-04-12","452065263384491","Sponsored Brands","0.92","USD"
"2026-04-22","48758698369103","Sponsored Products","4.65","USD"
"2026-04-22","67855357390881","Sponsored Products","0.00","USD"
"2026-04-16","142436966717939","Sponsored Products","3.73","USD"
"2026-04-17","11588448157956","Sponsored Products","0.00","USD"
"2026-04-21","102825844325514","Sponsored Products","0.00","USD"
"2026-04-03","539931100075119","Sponsored Brands","2.03","USD"
"2026-04-20","291680855614624","Sponsored Brands","1.38","GBP"
"2026-04-24","101459965063202","Sponsored Products","1.60","USD"
"2026-04-23","56338703455249","Sponsored Products","0.85","USD"
"2026-04-30","154085784178560","Sponsored Products","0.00","USD"
"2026-04-06","199698435439447","Sponsored Products","0.00","USD"
"2026-04-07","194838680698310","Sponsored Products","0.00","USD"
"2026-04-28","118760086623663","Sponsored Products","0.00","USD"
"2026-04-21","72921898703277","Sponsored Products","0.00","USD"
"2026-04-26","31806545713281","Sponsored Products","0.82","CAD"
"2026-04-27","102825844325514","Sponsored Products","0.00","USD"
"2026-04-30","8347630917879","Sponsored Products","1.98","USD"
"2026-04-14","207367106415924","Sponsored Products","26.37","GBP"
"2026-04-03","54673378227395","Sponsored Products","0.00","USD"
"2026-04-06","261580610725925","Sponsored Products","1.67","AUD"
"2026-04-13","271780514756108","Sponsored Products","0.00","USD"
"2026-04-02","243038183553247","Sponsored Products","0.00","USD"
"2026-04-05","452065263384491","Sponsored Brands","0.91","USD"
"2026-04-01","241960271286519","Sponsored Products","0.00","USD"
"2026-04-26","113013759920940","Sponsored Products","0.00","USD"
"2026-04-02","14582572617569","Sponsored Products","0.00","USD"
"2026-04-02","102474552529229","Sponsored Products","0.00","USD"
"2026-04-05","19228716944861","Sponsored Products","0.00","USD"
"2026-04-17","192420944790293","Sponsored Products","0.66","GBP"
"2026-04-10","199076365376964","Sponsored Products","0.00","USD"
"2026-04-28","176992507771254","Sponsored Products","0.54","USD"
"2026-04-14","560000811916391","Sponsored Brands","4.62","USD"
"2026-04-22","38682977693457","Sponsored Products","0.00","USD"
"2026-04-05","11588448157956","Sponsored Products","1.87","USD"
"2026-04-16","116575981038290","Sponsored Products","0.00","USD"
"2026-04-19","168803396873792","Sponsored Products","0.00","USD"
"2026-04-04","515637010546761","Sponsored Brands","1.19","USD"
"2026-04-11","243038183553247","Sponsored Products","0.00","USD"
"2026-04-16","3690623984567","Sponsored Products","0.00","USD"
"2026-04-12","245503802057093","Sponsored Products","0.00","USD"
"2026-04-27","97079585612330","Sponsored Products","1.60","USD"
"2026-04-28","9570951337154","Sponsored Products","1.32","CAD"
"2026-04-20","272711015971799","Sponsored Products","1.25","USD"
"2026-04-22","11689270553056","Sponsored Products","11.43","CAD"
"2026-04-25","194512325763287","Sponsored Products","0.00","USD"
"2026-04-12","141552428309171","Sponsored Products","9.58","USD"
"2026-04-03","83042096012825","Sponsored Products","0.00","USD"
"2026-04-05","121446500477002","Sponsored Products","0.00","USD"
"2026-04-07","272711015971799","Sponsored Products","0.00","USD"
"2026-04-29","539931100075119","Sponsored Brands","0.44","USD"
"2026-04-29","213530912619228","Sponsored Products","0.00","USD"
"2026-04-08","172779439196738","Sponsored Products","0.00","USD"
"2026-04-11","271780514756108","Sponsored Products","1.90","USD"
"2026-04-10","199698435439447","Sponsored Products","0.00","USD"
"2026-04-28","94943402078065","Sponsored Products","0.36","CAD"
"2026-04-14","153491409585454","Sponsored Products","1.33","USD"
"2026-04-17","54386198712419","Sponsored Products","0.00","USD"
"2026-04-07","203521351461363","Sponsored Products","0.00","USD"
"2026-04-19","245335884201020","Sponsored Products","0.00","USD"
"2026-04-15","186804517918072","Sponsored Products","0.00","USD"
"2026-04-02","39061317933304","Sponsored Products","0.00","USD"
"2026-04-23","245335884201020","Sponsored Products","0.00","USD"
"2026-04-15","83042096012825","Sponsored Products","0.00","USD"
"2026-04-25","113013759920940","Sponsored Products","0.00","USD"
"2026-04-19","178714420604320","Sponsored Products","0.00","USD"
"2026-04-28","186804517918072","Sponsored Products","0.00","USD"
"2026-04-01","206968068657618","Sponsored Products","0.00","USD"
"2026-04-16","149818563042691","Sponsored Products","4.11","USD"
"2026-04-17","130912331972988","Sponsored Products","1.19","USD"
"2026-04-25","115764500761375","Sponsored Products","0.00","USD"
"2026-04-10","204544178017947","Sponsored Products","0.00","USD"
"2026-04-11","380662946968621","Sponsored Display","0.00","USD"
"2026-04-22","189380234928822","Sponsored Products","0.00","USD"
"2026-04-08","560000811916391","Sponsored Brands","5.79","USD"
"2026-04-02","154118694541854","Sponsored Products","0.00","USD"
"2026-04-26","123968831058562","Sponsored Products","0.00","CAD"
"2026-04-11","2514549308563","Sponsored Products","0.00","USD"
"2026-04-17","281024885672869","Sponsored Products","0.00","USD"
"2026-04-20","243038183553247","Sponsored Products","0.00","USD"
"2026-04-07","54673378227395","Sponsored Products","0.00","USD"
"2026-04-11","452065263384491","Sponsored Brands","1.32","USD"
"2026-04-28","11588448157956","Sponsored Products","0.57","USD"
"2026-04-30","206968068657618","Sponsored Products","0.00","USD"
"2026-04-24","219243809439026","Sponsored Products","0.00","CAD"
"2026-04-29","61503627186513","Sponsored Products","0.00","USD"
"2026-04-12","188279469264899","Sponsored Products","0.43","USD"
"2026-04-23","259323671730401","Sponsored Products","4.97","USD"
"2026-04-04","2514549308563","Sponsored Products","0.00","USD"
"2026-04-20","97079585612330","Sponsored Products","0.00","USD"
"2026-04-20","263531397076178","Sponsored Products","0.00","USD"
"2026-04-07","121446500477002","Sponsored Products","0.00","USD"
"2026-04-25","56338703455249","Sponsored Products","0.00","USD"
"2026-04-27","303344079444236","Sponsored Brands","0.00","GBP"
"2026-04-10","101965336081409","Sponsored Products","0.00","USD"
"2026-04-22","156285188540724","Sponsored Products","3.03","USD"
"2026-04-30","56338703455249","Sponsored Products","0.61","USD"
"2026-04-29","141648422510979","Sponsored Products","0.00","USD"
"2026-04-25","224639482376841","Sponsored Products","0.00","USD"
"2026-04-19","560000811916391","Sponsored Brands","2.56","USD"
"2026-04-28","239175797857758","Sponsored Products","0.00","USD"
"2026-04-01","101965336081409","Sponsored Products","0.00","USD"
"2026-04-20","192968792078402","Sponsored Products","0.00","USD"
"2026-04-25","147738393779477","Sponsored Products","14.74","USD"
"2026-04-08","55109131448748","Sponsored Products","0.00","USD"
"2026-04-30","203903826395","Sponsored Products","0.00","USD"
"2026-04-17","189380234928822","Sponsored Products","0.00","USD"
"2026-04-28","261580610725925","Sponsored Products","3.56","AUD"
"2026-04-22","346023186686134","Sponsored Brands","0.00","USD"
"2026-04-30","186804517918072","Sponsored Products","4.80","USD"
"2026-04-01","189380234928822","Sponsored Products","0.98","USD"
"2026-04-01","77231525415892","Sponsored Products","0.55","USD"
"2026-04-29","276488907454289","Sponsored Products","1.27","USD"
"2026-04-19","34478632960968","Sponsored Products","0.00","USD"
"2026-04-28","93539819506468","Sponsored Products","0.00","USD"
"2026-04-23","434170639918769","Sponsored Brands","0.00","USD"
"2026-04-23","276797522102375","Sponsored Products","14.32","USD"
"2026-04-15","267283875717235","Sponsored Products","0.56","USD"
"2026-04-26","3690623984567","Sponsored Products","0.00","USD"
"2026-04-16","116154511455108","Sponsored Products","0.00","GBP"
"2026-04-17","8078369968995","Sponsored Products","0.50","USD"
"2026-04-29","185646462591669","Sponsored Products","1.05","USD"
"2026-04-13","271002646812055","Sponsored Products","0.00","USD"
"2026-04-22","245335884201020","Sponsored Products","1.19","USD"
"2026-04-09","245335884201020","Sponsored Products","0.00","USD"
"2026-04-02","346023186686134","Sponsored Brands","0.00","USD"
"2026-04-27","192968792078402","Sponsored Products","3.16","USD"
"2026-04-21","2414736156339","Sponsored Products","0.00","USD"
"2026-04-16","81320226496883","Sponsored Products","0.00","USD"
"2026-04-16","65192845861072","Sponsored Products","0.45","USD"
"2026-04-17","116575981038290","Sponsored Products","2.09","USD"
"2026-04-23","239772993878028","Sponsored Products","0.00","USD"
"2026-04-22","48192245895031","Sponsored Products","0.00","USD"
"2026-04-16","133243849204741","Sponsored Products","0.00","USD"
"2026-04-17","280513164622908","Sponsored Products","0.77","USD"
"2026-04-06","101965336081409","Sponsored Products","4.71","USD"
"2026-04-06","48433117829801","Sponsored Products","0.46","USD"
"2026-04-22","267283875717235","Sponsored Products","0.00","USD"
"2026-04-16","50912117972815","Sponsored Products","2.51","USD"
"2026-04-13","72921898703277","Sponsored Products","0.00","USD"
"2026-04-17","357384467879967","Sponsored Brands","0.00","USD"
"2026-04-12","28565058702355","Sponsored Products","2.58","USD"
"2026-04-22","28565058702355","Sponsored Products","4.83","USD"
"2026-04-04","185646462591669","Sponsored Products","0.00","USD"
"2026-04-06","118760086623663","Sponsored Products","0.00","USD"
"2026-04-25","205764417979436","Sponsored Products","0.00","USD"
"2026-04-25","32571611634774","Sponsored Products","0.00","USD"
"2026-04-28","132476300811824","Sponsored Products","11.53","CAD"
"2026-04-08","269935586939823","Sponsored Products","7.13","CAD"
"2026-04-21","15212099085836","Sponsored Products","0.00","USD"
"2026-04-27","81320226496883","Sponsored Products","0.00","USD"
"2026-04-01","245503802057093","Sponsored Products","0.00","USD"
"2026-04-14","202228555422966","Sponsored Products","0.00","USD"
"2026-04-28","158724595401869","Sponsored Products","0.00","USD"
"2026-04-02","218351835233699","Sponsored Products","1.80","GBP"
"2026-04-13","141648422510979","Sponsored Products","0.00","USD"
"2026-04-08","281235849108344","Sponsored Products","2.01","USD"
"2026-04-20","42141939819441","Sponsored Products","0.68","USD"
"2026-04-19","205764417979436","Sponsored Products","2.29","USD"
"2026-04-10","133243849204741","Sponsored Products","0.00","USD"
"2026-04-27","179014488125547","Sponsored Products","2.58","USD"
"2026-04-11","77231525415892","Sponsored Products","0.00","USD"
"2026-04-11","239175797857758","Sponsored Products","0.00","USD"
"2026-04-17","239175797857758","Sponsored Products","0.00","USD"
"2026-04-29","96060745446945","Sponsored Products","0.00","USD"
"2026-04-28","27661898820374","Sponsored Products","0.00","USD"
"2026-04-12","94121140300347","Sponsored Products","0.45","USD"
"2026-04-03","141648422510979","Sponsored Products","0.00","USD"
"2026-04-16","153491409585454","Sponsored Products","0.00","USD"
"2026-04-05","2514549308563","Sponsored Products","0.00","USD"
"2026-04-05","96060745446945","Sponsored Products","0.00","USD"
"2026-04-21","189380234928822","Sponsored Products","0.00","USD"
"2026-04-25","515637010546761","Sponsored Brands","4.59","USD"
"2026-04-22","61837188685116","Sponsored Products","3.20","USD"
"2026-04-24","1069464513580","Sponsored Products","1.32","USD"
"2026-04-01","441925918527435","Sponsored Brands","5.70","USD"
"2026-04-01","48758698369103","Sponsored Products","5.77","USD"
"2026-04-18","154118694541854","Sponsored Products","0.80","USD"
"2026-04-22","192420944790293","Sponsored Products","1.14","GBP"
"2026-04-15","250087227199112","Sponsored Products","0.00","GBP"
"2026-04-05","77231525415892","Sponsored Products","0.00","USD"
"2026-04-20","116154511455108","Sponsored Products","0.00","GBP"
"2026-04-29","142436966717939","Sponsored Products","1.39","USD"
"2026-04-06","81320226496883","Sponsored Products","0.00","USD"
"2026-04-19","18193170148935","Sponsored Products","0.43","USD"
"2026-04-23","77231525415892","Sponsored Products","0.00","USD"
"2026-04-22","271780514756108","Sponsored Products","0.00","USD"
"2026-04-01","82064097659476","Sponsored Products","8.05","USD"
"2026-04-20","121446500477002","Sponsored Products","0.62","USD"
"2026-04-08","194838680698310","Sponsored Products","0.00","USD"
"2026-04-03","81320226496883","Sponsored Products","0.00","USD"
"2026-04-04","116154511455108","Sponsored Products","0.00","GBP"
"2026-04-08","243038183553247","Sponsored Products","0.00","USD"
"2026-04-01","198809778193730","Sponsored Products","38.67","USD"
"2026-04-28","276797522102375","Sponsored Products","3.15","USD"
"2026-04-27","126638359335345","Sponsored Products","17.03","USD"
"2026-04-30","121446500477002","Sponsored Products","0.00","USD"
"2026-04-20","241960271286519","Sponsored Products","0.00","USD"
"2026-04-07","154118694541854","Sponsored Products","0.00","USD"
"2026-04-29","56338703455249","Sponsored Products","0.00","USD"
"2026-04-28","224639482376841","Sponsored Products","0.00","USD"
"2026-04-12","133846876580591","Sponsored Products","0.00","USD"
"2026-04-04","39061317933304","Sponsored Products","0.00","USD"
"2026-04-18","140453739775668","Sponsored Products","0.00","USD"
"2026-04-12","194512325763287","Sponsored Products","0.00","USD"
"2026-04-20","102692108916415","Sponsored Products","0.00","USD"
"2026-04-19","495677195822245","Sponsored Brands","0.58","USD"
"2026-04-27","71761066879367","Sponsored Products","0.00","USD"
"2026-04-28","124202126398060","Sponsored Products","0.00","USD"
"2026-04-24","452065263384491","Sponsored Brands","0.96","USD"
"2026-04-23","128770506922317","Sponsored Products","0.93","USD"
"2026-04-07","413308568322873","Sponsored Brands","1.22","USD"
"2026-04-13","178714420604320","Sponsored Products","0.00","USD"
"2026-04-25","243204708497477","Sponsored Products","0.00","USD"
"2026-04-19","121446500477002","Sponsored Products","0.53","USD"
"2026-04-03","153491409585454","Sponsored Products","2.46","USD"
"2026-04-15","276797522102375","Sponsored Products","1.69","USD"
"2026-04-21","188545556962991","Sponsored Products","0.00","USD"
"2026-04-09","452065263384491","Sponsored Brands","1.46","USD"
"2026-04-18","560000811916391","Sponsored Brands","0.76","USD"
"2026-04-27","142436966717939","Sponsored Products","0.00","USD"
"2026-04-11","170402912830961","Sponsored Products","0.00","USD"
"2026-04-01","116154511455108","Sponsored Products","0.78","GBP"
"2026-04-24","241960271286519","Sponsored Products","0.00","USD"
"2026-04-14","65192845861072","Sponsored Products","0.00","USD"
"2026-04-13","280513164622908","Sponsored Products","0.00","USD"
"2026-04-28","102825844325514","Sponsored Products","0.00","USD"
"2026-04-27","93539819506468","Sponsored Products","0.00","USD"
"2026-04-13","380662946968621","Sponsored Display","0.01","USD"
"2026-04-25","14582572617569","Sponsored Products","2.76","USD"
"2026-04-12","225946958740637","Sponsored Products","0.00","USD"
"2026-04-11","130912331972988","Sponsored Products","1.70","USD"
"2026-04-22","185646462591669","Sponsored Products","0.00","USD"
"2026-04-30","216925562826343","Sponsored Products","0.57","USD"
"2026-04-01","156989235380210","Sponsored Products","228.14","USD"
"2026-04-26","140453739775668","Sponsored Products","0.00","USD"
"2026-04-19","116575981038290","Sponsored Products","0.00","USD"
"2026-04-26","192968792078402","Sponsored Products","0.00","USD"
"2026-04-29","495677195822245","Sponsored Brands","0.00","USD"
"2026-04-03","276797522102375","Sponsored Products","1.17","USD"
"2026-04-09","239677460933975","Sponsored Products","0.56","USD"
"2026-04-28","7858512618685","Sponsored Products","3.57","CAD"
"2026-04-05","174719285602701","Sponsored Products","0.00","USD"
"2026-04-05","225946958740637","Sponsored Products","0.00","USD"
"2026-04-01","263531397076178","Sponsored Products","0.97","USD"
"2026-04-11","176992507771254","Sponsored Products","2.65","USD"
"2026-04-18","262727752997615","Sponsored Products","0.00","USD"
"2026-04-08","103686525154537","Sponsored Products","0.00","GBP"
"2026-04-26","138135222992233","Sponsored Products","0.00","USD"
"2026-04-07","560000811916391","Sponsored Brands","3.01","USD"
"2026-04-18","168803396873792","Sponsored Products","0.18","USD"
"2026-04-01","40237294180920","Sponsored Products","0.00","USD"
"2026-04-15","1861066386589","Sponsored Products","0.00","USD"
"2026-04-18","303344079444236","Sponsored Brands","0.39","GBP"
"2026-04-19","132476300811824","Sponsored Products","7.16","CAD"
"2026-04-18","172779439196738","Sponsored Products","0.00","USD"
"2026-04-03","156285188540724","Sponsored Products","1.34","USD"
"2026-04-03","174719285602701","Sponsored Products","0.00","USD"
"2026-04-23","271002646812055","Sponsored Products","0.00","USD"
"2026-04-14","296615200458181","Sponsored Brands","11.84","USD"
"2026-04-22","216925562826343","Sponsored Products","0.00","USD"
"2026-04-20","11588448157956","Sponsored Products","0.00","USD"
"2026-04-12","67855357390881","Sponsored Products","0.00","USD"
"2026-04-03","18193170148935","Sponsored Products","0.00","USD"
"2026-04-01","262727752997615","Sponsored Products","0.00","USD"
"2026-04-21","413308568322873","Sponsored Brands","0.00","USD"
"2026-04-03","491366396962687","Sponsored Brands","0.00","USD"
"2026-04-30","188279469264899","Sponsored Products","0.00","USD"
"2026-04-20","203521351461363","Sponsored Products","0.00","USD"
"2026-04-01","93539819506468","Sponsored Products","0.00","USD"
"2026-04-09","152555236474228","Sponsored Products","1.41","USD"
"2026-04-30","162781488442631","Sponsored Products","0.00","CAD"
"2026-04-15","82064097659476","Sponsored Products","0.90","USD"
"2026-04-21","128770506922317","Sponsored Products","24.18","USD"
"2026-04-13","224639482376841","Sponsored Products","0.65","USD"
"2026-04-28","67855357390881","Sponsored Products","0.00","USD"
"2026-04-05","28565058702355","Sponsored Products","2.13","USD"
"2026-04-06","357384467879967","Sponsored Brands","0.00","USD"
"2026-04-05","113013759920940","Sponsored Products","0.00","USD"
"2026-04-15","271002646812055","Sponsored Products","0.00","USD"
"2026-04-14","210638600694486","Sponsored Products","0.63","USD"
"2026-04-17","38682977693457","Sponsored Products","0.00","USD"
"2026-04-30","207367106415924","Sponsored Products","18.36","GBP"
"2026-04-27","43460676635147","Sponsored Products","0.00","USD"
"2026-04-22","101965336081409","Sponsored Products","3.25","USD"
"2026-04-18","101965336081409","Sponsored Products","0.83","USD"
"2026-04-02","271002646812055","Sponsored Products","0.00","USD"
"2026-04-03","243504419948461","Sponsored Products","0.00","USD"
"2026-04-12","2514549308563","Sponsored Products","2.04","USD"
"2026-04-10","269935586939823","Sponsored Products","7.01","CAD"
"2026-04-25","132476300811824","Sponsored Products","0.88","CAD"
"2026-04-09","72790979016813","Sponsored Products","0.00","USD"
"2026-04-17","168803396873792","Sponsored Products","0.00","USD"
"2026-04-20","72790979016813","Sponsored Products","0.00","USD"
"2026-04-26","158171452508120","Sponsored Products","0.00","USD"
"2026-04-22","108717111045331","Sponsored Products","0.00","CAD"
"2026-04-20","48433117829801","Sponsored Products","1.37","USD"
"2026-04-21","239772993878028","Sponsored Products","0.00","USD"
"2026-04-06","77231525415892","Sponsored Products","0.00","USD"
"2026-04-25","94943402078065","Sponsored Products","0.00","CAD"
"2026-04-07","61837188685116","Sponsored Products","0.00","USD"
"2026-04-06","126638359335345","Sponsored Products","0.00","USD"
"2026-04-19","72790979016813","Sponsored Products","0.00","USD"
"2026-04-30","160686618044289","Sponsored Products","0.00","CAD"
"2026-04-29","230713195634518","Sponsored Products","0.00","CAD"
"2026-04-20","303344079444236","Sponsored Brands","0.00","GBP"
"2026-04-23","30179169319725","Sponsored Products","8.78","AUD"
"2026-04-15","141648422510979","Sponsored Products","0.00","USD"
"2026-04-17","34478632960968","Sponsored Products","0.00","USD"
"2026-04-17","90153090750124","Sponsored Products","11.30","CAD"
"2026-04-11","439663157752722","Sponsored Brands","0.93","USD"
"2026-04-03","39061317933304","Sponsored Products","0.00","USD"
"2026-04-27","281024885672869","Sponsored Products","0.00","USD"
"2026-04-30","175777768252798","Sponsored Products","0.00","USD"
"2026-04-20","43460676635147","Sponsored Products","0.00","USD"
"2026-04-07","245335884201020","Sponsored Products","0.00","USD"
"2026-04-23","126638359335345","Sponsored Products","7.56","USD"
"2026-04-30","89763253163155","Sponsored Products","4.34","CAD"
"2026-04-15","113013759920940","Sponsored Products","0.00","USD"
"2026-04-03","281024885672869","Sponsored Products","0.00","USD"
"2026-04-13","133243849204741","Sponsored Products","0.00","USD"
"2026-04-27","224639482376841","Sponsored Products","1.29","USD"
"2026-04-09","133846876580591","Sponsored Products","0.00","USD"
"2026-04-23","82064097659476","Sponsored Products","2.83","USD"
"2026-04-16","188545556962991","Sponsored Products","0.00","USD"
"2026-04-16","102825844325514","Sponsored Products","0.00","USD"
"2026-04-21","96060745446945","Sponsored Products","0.00","USD"
"2026-04-02","434170639918769","Sponsored Brands","1.00","USD"
"2026-04-09","202228555422966","Sponsored Products","0.00","USD"
"2026-04-04","245335884201020","Sponsored Products","0.00","USD"
"2026-04-14","172779439196738","Sponsored Products","0.00","USD"
"2026-04-20","277250351840071","Sponsored Products","0.45","USD"
"2026-04-25","83042096012825","Sponsored Products","0.00","USD"
"2026-04-18","153491409585454","Sponsored Products","0.00","USD"
"2026-04-22","128835884603962","Sponsored Products","0.00","USD"
"2026-04-26","15212099085836","Sponsored Products","0.00","USD"
"2026-04-26","116575981038290","Sponsored Products","0.00","USD"
"2026-04-24","8078369968995","Sponsored Products","0.00","USD"
"2026-04-17","22515666501366","Sponsored Products","0.00","USD"
"2026-04-21","239677460933975","Sponsored Products","0.00","USD"
"2026-04-27","222624990185469","Sponsored Products","0.00","CAD"
"2026-04-12","423471492340141","Sponsored Brands","0.00","USD"
"2026-04-15","239175797857758","Sponsored Products","0.00","USD"
"2026-04-04","224639482376841","Sponsored Products","0.00","USD"
"2026-04-08","48433117829801","Sponsored Products","1.01","USD"
"2026-04-10","126638359335345","Sponsored Products","0.00","USD"
"2026-04-07","261580610725925","Sponsored Products","0.02","AUD"
"2026-04-01","94121140300347","Sponsored Products","0.00","USD"
"2026-04-15","149818563042691","Sponsored Products","0.00","USD"
